project_code,project_name,mda_name,project_status,location,amount,expenditure_code
ERGP28149958,"NATIONAL TECHNICAL SUB-COMMITTEE ON INTEGRATED WATER RESOURCES MANAGEMENT SECRETARIAT ACTIVITIES (REGULAR MEETINGS, WORKSHOP AND EXHIBITION)",,ONGOING,,9166700.0,
ERGP28202424,ASCERTAINING THE RIVER HEALTH CONDITION OF MAJOR RIVERS IN NIGERIA (RIVER BENUE),,ONGOING,Rivers,3589355.0,
ERGP28231312,EMPOWERMRNT/ POVERTY ALLEVIATION ACROSS ADAVI LOCAL GOVERNMENT AREA KOGI STATE,,ONGOING,Kogi,70000000.0,
ERGP23244027,"CONSTRUCTION OF STORY BUILDING CLASSROOMS AT AWO GARAGE, ANKPA LGA KOGI STATE",,ONGOING,Kogi,175000000.0,
ERGP27225939,CONSTRUCTION OF FEDERAL SECRETARIATS IN ABIA STATE,,ONGOING,Abia,840000000.0,
ERGP27226244,EQUIPMENT/DIGITALIZATION OF RECORDS FOR RETIRING OFFICERS IN PENSION UNIT ERGP27,,ONGOING,,10500000.0,
ERGP27226535,PROVISION FOR THE STATUTORY ANNUAL NATIONALCOUNCIL ON LAND HOUSING AND URBAN DEVELOPMENT,,ONGOING,,84000000.0,
ERGP27226677,"COMPLETION OF BUILDING CRAFT TRAINING SCHOOL AT HARVEY ROAD, YABA-LAGOS",,ONGOING,Lagos,70000000.0,
ERGP27226836,RETREAT FOR DELIVERY MANAGERS AND DELIVERY OFFICERS OF THE MINITRY ON THE IMPLEMENTATION OF PRESIDENTIAL PRIORITIES AND MINISTERIAL MANDATES,,,,,
ERGP27227117,"DEVELOPMENT AND MANAGEMENT OF THE MINISTRY'S HARMONIZED WEB-PORTAL WWW.FMHUD.GOV.NG INCLUDING SOCIAL MEDIA INTEGRATION, PROFILING AND LICENSING WITH NINE INTERNATIONAL LANGUAGE TRANSLATIONS TO MEET WI",,ONGOING,,47950000.0,
ERGP27227337,AUDIT OF SPECIAL PROJECT/PUBLIC PRIVATE PARTNERSHIP (SPU/PPP),,ONGOING,,7000000.0,
ERGP27227518,PAYMENT OF CADASTRAL & LEGAL SURVEY DEPARTMENT OUTSTANDING LIABILITIES 2001 - 2015 (BATCH I) TO CONTRACTORS,,ONGOING,,70000000.0,
ERGP27227816,"CONSTRUCTION OF ROAD AND EROSION CONTROL IN SOUTH SOUTH, NORTH EAST AND NORTH WEST EG. RIVER STATE, AKWA IBOM STATE, EDO STATE, YOBE STATE, BORNO STATE, BAUCHI AND ADAMAWA STATE, KANO STATE, KATSINA S",,ONGOING,"Akwa Ibom, Edo, Yobe",506806369.0,
ERGP27228025,"URBAN RENEWAL AND SLUM UPGRADING INVOLVING CONSTRUCTION/REHABILITATION OF ROADS, CULVERTS AND DRAINS AT KANO, KANO STATE",,ONGOING,Kano,152600000.0,
ERGP27228114,PROVISION AND INSTALLATION OF 500KVA TRANSFORMER AT LAGOS OFFICE IN FALOMO IKOYI LAGOS,,ONGOING,Lagos,32200000.0,
ERGP27228300,ESTABLISHMENT OF BUILDING MATERIALS MANUFACTURING HUB IN THE SIX GEO- POLITICAL ZONES,,ONGOING,,140000000.0,
ERGP27228901,"PROVISION AND INSTALLATION OF 1NO. 300KVA TRANSFORMER AT OZOR KABAKAI JUNCTION IFITE OGWARI, AYAMELUM",,ONGOING,,28175000.0,
ERGP27229133,"PROVISION OF SOLAR STREET LIGHT AND PROVIION OF 2NOS SOLAR POWERED BOREHOLES IN PUBLIC SERVICE INSTITUTE OF NIGERIA, ABUJA",,ONGOING,Abuja,185500000.0,
ERGP27229626,INVENTORY/DOCUMENTATION OF NIGERIAN CHANCERY ASSETS PHASE 1 Budget Office of the Federation           Page 1367 / 2790                                           2026 FGN BUDGET,,ONGOING,,126000000.0,
ERGP27229661,"CONSTRUCTION / PROVISION ROAD, DRAINAGES AND CULVERTS BY SPECIAL INTERVENTION PROGRAMME AT MICHIKA AND YOLA IN ADAMAWA STATE",,ONGOING,Adamawa,279300000.0,
ERGP27229699,"REHABILITATION OF FIRE ALARM AND EXISTING EARLY WARNING SYSTEM AT THE HEADQUARTERS AND KEY ZONAL INSTALLATIONS; FIRE ALARM, SMOKE DETECTOR SYSTEM ETC (ELECTRICAL)",,ONGOING,,28000000.0,
ERGP27229730,"MAINTENANCE OF SOUND PROOF 1000KVA , 500KVA, 350KVA AND 275KVA GENERATORS SERVING THE FEDERAL MINISTRIES OF HOUSING AND ENVIRONMENT BLOCKS HEADQUARTERS MABUSHI, ABUJA.",,ONGOING,Abuja,94500000.0,
ERGP28244018,"PROVISION OF WATER SUPPLY FACILITIES (SOLAR POWERED) IN NATIONAL HOUSING PROGRAMME PHASE 3, ZAMFARA STATE",,ONGOING,Zamfara,51800000.0,
ERGP30211479,BORDER FACILITIES MAPPING,,ONGOING,,7861280.0,
ERGP30211521,DEVELOPMENT OF NATIONAL DIGITAL REPOSITORY OF GEOSPATIAL DATA & INFORMATION (NGDI),,ONGOING,,50715070.0,
ERGP30211539,REHABILITATION AND UPGRADING OF OSGOF PRINTING AND GIS LABORATORY,,ONGOING,,6755000.0,
ERGP30222990,ESTABLISHMENT OF MAP SALES POINTS,,ONGOING,,3024000.0,
ERGP30223655,REHABILITATION AND UPGRADING OF CCTV MONITORINGSYSTEM,,ONGOING,,17745014.0,
ERGP27225894,REHABILITATION OF STAFF QUARTERS,,ONGOING,,38500000.0,
ERGP28208962,DEVELOPMENT OF INLAND DRYPORT INCLUDING MINISTERIAL STANDING COMMITTEE ON DELIVERY OF INLAND DRY PORT,,ONGOING,,3500000.0,
ERGP28209059,MONITORING AND CLEARING OF WATER HYACINTH AND MARINE WASTE AT THE FOUR NAVIGATIONAL PORTS IN NIGERIA,,ONGOING,,24920000.0,
ERGP28230014,PROMOTION AND DEVELOPMENT OF CAGE AND MARICULTURE (INLAND AND MARINE WATER),,ONGOING,,138232975.0,
ERGP30208964,"IMPLEMENTATION OF NIMPORT, NIMAREX ACTIVITIES AND MARITIME GENDER EMPOWERMENT",,ONGOING,,1702719.0,
ERGP30209075,IMPLEMENTATION OF THE STOCKHOLM CONVENTION ON PERSISTENT ORGANIC POLLUTANTS,,ONGOING,,11704490.0,
ERGP30230755,MANAGEMENT PERFORMANCE REPORT AND RETREAT FOR MARINE AND BLUE ECONOMY,,ONGOING,,8095486.0,
ERGP10240595,"PROVISION AND INSTALLATION OF SOLAR STREETLIGHTS IN KENKEN WARD GALDIMARE, BIU, BORNO STATE",,ONGOING,Borno,350000000.0,
ERGP12239969,RIGID CONCRETE PAVEMENT OF NCI ROAD AFIKPO,,ONGOING,,490000000.0,
ERGP12240916,UPGRADE OF 289M X 10.8M DOUBLE CARRIAGE WAY WITH DOUBLE LINE DRAINS AT OLORI SINATU TITILAYO ELEGUSHI WITH PROVISION OF STREET LIGHTS AND NREVAMPING OF 175M X 7.3M SINGLE CARRAIGE WAY WITH DOUBLE LINE,,ONGOING,,350000000.0,
ERGP27239866,COMPLETION OF ADMINISTRATIVE HALL AT FEDERAL COLLEGE OF AGRICULTURE ISHIAGU.,,ONGOING,,280000000.0,
ERGP30239559,"EMPOWERMENT OF YOUTHS,ARTISANS AND WOMEN IN FISHERIES AND AQUACULTURE VALUE CHAIN AND PURCHASE OF VEHICLE FOR TRAINING",,,,,
ERGP30240116,"PROVISION AND CONSTRUCTION OF WEATHER EQUIPMENT, RADAR, FISHING ACOUSTIC SYSTEM FOR FISHERMEN",,ONGOING,,164500000.0,
ERGP30240298,"SUPPLY OF VOCATIONAL AND EQUIPMENT MATERIALS TO YOUTHS AND WOMEN IN BAKURA/MARADUN FEDERAL CONSTITUENCY, ZAMFARA STATE",,ONGOING,Zamfara,140000000.0,
ERGP30240541,"PROVISION OF AGRICULTURAL EMPOWERMENT TO BOOST AGRICULTURAL MECHANIZATIONS (PUA) IN SELECTED LOCATIONS IN ANAMBRA EAST AND WEST, ANAMBRA STATE.",,ONGOING,Anambra,70000000.0,
ERGP30240815,PURCHASE AND DISTRIBUTION OF GRAINS TO VULNERABLE PEOPLE AS PALLIATIVE ACROSS OSUN WEST SENATORIAL DISTRICT,,ONGOING,Osun,350000000.0,
ERGP30237244,TRAINING AND EMPOWERMENT OF YOUTHS AND WOMEN IN FRUIT JUICE AND YOUGURT PRODUCTION IN LAGOS STATE,,ONGOING,Lagos,56000000.0,
ERGP30237283,"PROVISION OF AI SKILL GAP FOR I.T. PROFESSIONALS IN SELECTED RURAL FARMING COMMUNITIES OF REMO, IGBESA,ASEKO,AJEGUNLE,IWOYE,OBAFEMI OWODE",,ONGOING,,350000000.0,
ERGP30237571,CONSTRUCTION WITH RIGID CONCRETE PAVEMENT AND DRAINAGES OF AMOGWU- UGWUEGU-EVUMA ROAD.,,ONGOING,,560000000.0,
ERGP30237623,"E-LEARNING /CAPACITY TRAINING PROGRAMME FOR TEACHERS IN THE USE OF ICT IN EDUCATION PEDAGOGIES AND PROFFESSIONAL TRAINING FOR ICT STAFF/ADMINISTRATION IN ONIGBONGBO,AGIDINGBIN AND OPEBI COMMUNITIES LO",,ONGOING,,140000000.0,
ERGP30237673,"COMPLETION OF HEALTH CENTRE AT ILOTOMBI IN ANDONI-OPOBO/NKORO FEDERAL CONSTITUENCY, RIVERS STATE",,ONGOING,Rivers,140000000.0,
ERGP30237726,PROVISION OF EDUCATIONAL MATERIAL TO SELECTED JUNIOR/SENIOR SECONDARY SCHOOLS IN NIGER DELTA REGION,,ONGOING,"Niger, Delta",210000000.0,
ERGP30237817,ACQUISITION OF MODERN FARMING SKILLS AND PROVISIONS OF EMPOWERNMENT ITEMS FOR FARMERS IN SELECTED LOCATIONS ACROSS THE NATION (MULTPLE LOTS),,ONGOING,,350000000.0,
ERGP30238477,"DEVELOPMENT OF STANDARD FISH QUALITY ASSURANCE LABORATORY FOR QUALITYONGOING                 28,528,381 FISH & FISHERIES VALUE CHAIN PRODUCTS FOR CERTIFICATION",,,,28528381.0,
ERGP30239121,RESEARCH INTO THE DEVELOPMENT OF ECONOMIC TREE FOR SHADING FACILITIES OF EARTHERN PONDS AND PROMOTION OF SOYA BEAN AND GROUNDNUT AS FEED INGREDIANTS FOR FISH,,,,,
ERGP30243688,TRAINING OF YOUTHS AND WOMEN IN ONITCHA LGA OF EBONYI SOUTH SENATORIAL DISTRICT,,ONGOING,Ebonyi,15665101.0,
ERGP30208481,ICESCO PROJECTS,,ONGOING,,3540750.0,
ERGP30243790,"CASH GRANTS FOR ARTISANS, RURAL FARMERS AND MARKET WOMEN IN SHIRORO RAFI, MUNYA FEDERAL CONSTITUENCY MAGAZINE (QUARTERLY PUBLICATION) AFRICA (CAF) - MEETING OF AFRICA MINISTERS OF TOURISM-ABUJA MEETIN",,ONGOING,Abuja,70000000.0,
ERGP27228567,RENOVATION OF NFC HEADQUARTERS/NFI,,ONGOING,,19600000.0,
ERGP30243907,WHERE CREATIVENESS KNOWS NO BOND FOR YOUNG FILMMAKERS WITHIN IKEJA,,ONGOING,,70000000.0,
ERGP30243970,"""REVAMPING OF CONSERVATION LABORATORY IN KADUNA, ENUGU, IBADAN AND JOS MUSEUM """,,ONGOING,"Kaduna, Enugu",35000000.0,
ERGP22231222,NIGERIA @65 RENEWED HOPE EXHIBITION,,ONGOING,,21000000.0,
ERGP30244035,NATIONAL ART AND CREATIVITY FARE,,ONGOING,,70000000.0,
ERGP30227835,NATIONAL THEATRE PUBLIC PLAYREADING WITH STUDENTS OF NIGERIAN UNIVERSITIES THEATRE ARTS STUDENTS,,ONGOING,,11280396.0,
ERGP30226544,"GLOBAL EXPO ON AFRICAN CUISINE, FASHION, AND HAIRSTYLES: CELEBRATING HERITAGE AND UNLOCKING MARKET OPPORTUNITIES IN THE CREATIVE ECONOMY",,ONGOING,,28000000.0,
ERGP30229210,INVESTIGATIONS OF LITHIUM ORES IN THE NORTH-WESTERN PART OF NIGERIA,,ONGOING,,360698324.0,
ERGP30235739,"CONSTRUCTION OF IKPA IKONO - IKOT EDA - EKPUK ROAD IN MKPAT ENIN, AKWA IBOM STATE",,ONGOING,Akwa Ibom,1610000000.0,
ERGP30235770,"OPENING OF FARM ROADS TO SOME MINING SITES IN IBIONO, AKWA IBOM NORTH EAST",,ONGOING,Akwa Ibom,175000000.0,
ERGP30242861,FEASIBILITY ASSESSMENT FOR COMMERCIALISING VACCINE PRODUCTION USING A PPP ARRANGEMENT,,,,,
ERGP28245910,"PROVISION OF BOREHOLES TO SOME COMMUNITIES WITHIN IKARA/KUBAU FEDERAL CONSTITUENCY, KADUNA STATE.",,ONGOING,Kaduna,23268000.0,
ERGP30245868,ENCOURAGING YOUTH INVOLVEMENT IN AGRICULTURAL PRODUCTION AND PROCESSING,,ONGOING,,140000000.0,
ERGP30245902,"SUPPLY OF GRAINS & OTHER FOOD STUFFS TO COMMUNITIES OF BATAGARAWA/ CHARANCHI/RIMI FEDERAL CONSTITUENCY, KATSINA.",,ONGOING,Katsina,116340000.0,
ERGP30246268,"TRAINING OF YOUTH AND WOMEN IN POULTRY PRODUCTION, ARGUNGU LOCAL GOVERNMENT AREA OF KEBBI STATE",,ONGOING,Kebbi,35000000.0,
ERGP30246491,DEVELOPMENT OF ON-GOING OKAKA/BAKATARI VOCATIONAL/ENTREPRENEURSHIP AND BORA DEMONSTRATION FARM CENTER.,,ONGOING,,17738280.0,
ERGP29246447,"PROCUREMENT OF ICT EQUIPMENT, ,PHOTOCOPIERS, PRINTERS AND PROJECTORS",,ONGOING,,28000000.0,
ERGP27246161,CONSTRUCTION OF ADMINISTRATIVE BUILDING COMPLEX IN FCVMLT VOM,,ONGOING,,14000000.0,
ERGP29246170,DEVELOPMENT/UPGRADE OF COLLEGE LIBRARY FACILITIES,,ONGOING,,16859500.0,
ERGP30246256,"CONSTRUCTION /RENOVATION OF SCHOOLS, LIGHTING AND EQUIPPING OF MEDICAL CENTERS AND EMPOWERMENT OF THE PEOPLE OF IDAH/IBAJI/ IGALAMELA-ODOLU AND OFU FEDERAL CONSTITUENCY, KOGI STATE. (MULTIPLE LOTS)",,ONGOING,Kogi,700000000.0,
ERGP30247092,DEVELOPMENT OF INDUSTRY STANDARDS FOR LIVESTOCK INDUSTRY REGULATION FOR MARKET ACCESS,,ONGOING,,38486000.0,
ERGP30247825,"PRODUCTION OF COMPREHNSIVE VETERINARY REGISTER, DRUG FORMULARY AND ETHICS Budget Office of the Federation            Page 1511 / 2790                                         2026 FGN BUDGET",,NEW,,20000000.0,
ERGP23225502,PROVISION AND INSTALLATION OF SOLAR POWER IN SYNDICATE CLASS ROOMS AT NLS ABUJA,,ONGOING,Abuja,209852195.0,
ERGP23226045,CONTRUCTION OF PERIMETER FENCE AT ENUGU CAMPUS,,ONGOING,Enugu,280000000.0,
ERGP22237764,SENSITIZATION/ AWARENESS CAMPAIGN AND CULTISM IN KWAMI LGA GOMBE STATE,,ONGOING,Gombe,44100000.0,
ERGP27223395,CONSTRUCTION OF REHABILITATION/COUNSELLING CENTRE - EKITI,,ONGOING,Ekiti,91000000.0,
ERGP27226245,CONSTRUCTION OF DETENTION FACILTY- AKWA IBOM STATE COMMAND,,ONGOING,Akwa Ibom,73500000.0,
ERGP30223426,SPECIALISED COUNTER NARCOTIC PROGRAMMES AT THE NDLEA ACADEMY - JOS,,ONGOING,,350000000.0,
ERGP30225052,HALF-YEARLY BRAINSTORMING SESSIONS / RETREAT FOR MANAGEMENT AND STAFF ON STRENGHTENING OF HUMAN AND INSTITUTIONAL CAPACITY FOR BETTER SERVICE DELIVERY,,ONGOING,,22788500.0,
ERGP16123402,AUTOMATION OF CCB OPERATION Budget Office of the Federation                   Page 1548 / 2790                                                2026 FGN BUDGET,,ONGOING,,140596706.0,
ERGP12227800,"REPAIR OF EKANILE ROAD, IKARE AKOKO, ONDO NORTH SENATORIAL, ONDO STATE",,ONGOING,Ondo,210000000.0,
ERGP19238333,"CONSTRUCTION OF CONCRETE LANDING JETTY AT AGWOBIRI-AROGBO IN ILAJE/ESE- ODO FEDERAL CONSTITUENCY, ONDO STATE.",,ONGOING,Ondo,210000000.0,
ERGP25177150,"REHABILITATION, CONSTRUCTION, EQUIPPING AND FURNISHING OF 20 BEDS MATERNAL AND CHILD HEALTH CENTRE, UKANA IKOT IDE ESSIEN UDIM LGA, AKWA IBOM STATE.",,ONGOING,Akwa Ibom,28420490.0,
ERGP27177164,"CONSTRUCTION OF ITA OGBOLU TOWN HALL, AKURE NORTH LGA, ONDO STATE",,ONGOING,Ondo,21590694.0,
ERGP29229460,"PROVISION OF WORK TOOLS (SOFTWARES -AUTO CAD, REVIT, ARCHI CAD, PLOTTERS OR PRINTERS, GRAPHIC CARD COMPUTERS, LASER TAPES ETC) FOR SUPERVISION AND MONITORING OF HUD PROJECTS",,ONGOING,,10500000.0,
ERGP30203791,RETENTION FUND FOR SURVEY AND MAPPING,,ONGOING,,7000000.0,
ERGP30229454,IN-HOUSE DESIGN/PRODUCTION OF DRAWINGS AND BOQ BY HUD DEPARTMENT,,ONGOING,,10500000.0,
ERGP26233960,SPECIAL (PRESIDENTIAL) SUPPORT GROUP FOR 2026 WORLD CUP QUALIFIERS,,ONGOING,,6440000000.0,
ERGP27230790,"CONSTRUCTION OF NOC (NATIONAL OLYMPIC COMMITTEE HEADQUARTERS, ABUJA)",,ONGOING,Abuja,2040000000.0,
ERGP23127977,"PURCHASE OF TEN (10) NUMBERS OF LAPTOPS, TEN (10) NUMBERS OF ALL-IN-ONE DESKTOP COMPUTERS, TWO (2) PHOTOCOPYING MACHINE, INSTALLATION OF CCTV CAMERAS AT ADMINISTRATIVE BLOCK IN NATIONAL INSTITUTE FOR ",,ONGOING,,42000000.0,
ERGP26238457,TRAINING OF YOUTH AND PROVISION OF EQUIPMENT FOR MASS PRODUCTION OF CASH AND EDIBLE CROPS AND RECREATIONAL SPORTS,,ONGOING,,66500000.0,
ERGP16229658,CAPACITY BUILDING WORKSHOP FOR MINISTERIAL SERVICOM FOCAL OFFICERS,,ONGOING,,6300000.0,
ERGP20193343,WOMEN CLIMATE CHANGE AND ENVIRONMENT: CLEAN ENERGY( SOLAR ENERGY),,ONGOING,,31500000.0,
ERGP22228374,CREATION OF DATABASE FOR PROFILING OF COMMUNITY DEVELOPMENT OFFICERS AND SOCIAL INTERVENTIONS NATIONWIDE;,,ONGOING,,7000000.0,
ERGP22229088,WASH PROGRAMME FOR WOMEN AND CHILDREN,,ONGOING,,10500000.0,
ERGP22229542,"NATIONAL,COMMUNITY LEVEL SOCIAL MOBILIZATIONON ELIMINATION OF HARMFUL TRDITIONAL PRACTICES",,ONGOING,,24500000.0,
ERGP22239547,"FAMILY COHESION AND ADVANCEMENT PROGRAM FOR THE MITIGATION OF SOCIAL VICES AND PROMOTION OF PEACE, SECURITY AND DEVELOPMENT NATIONWIDE (CAPACITY BUILDING, SENSITIZATION AND EMPOWERMENT). (ERGP 1622889",,ONGOING,,1050000000.0,
ERGP29229167,WORKING TOOLS AND SAFETY,,ONGOING,,10500000.0,
ERGP30228514,HOSTING OF TOWN HALLMEETINGS AND CONFERENCES ACROSS 36 STATES AND FCT,,ONGOING,Fct,54281578.0,
ERGP30228906,"DEVELOPMENT OF STAKEHOLDERS STRATEGIC ACTION PLAN FOR EFFECTIVE COMMUNITY COORDINATION, SUPPORT, ENGAGEMENT AND DEVELOPMENT IN NIGERIA;",,ONGOING,,7000000.0,
ERGP30229766,NATIONAL SITUATION ASSESEMENT AND ANALYSIS OF VULNERABLE CHILDREN IN NIGERIA (SURVEY),,ONGOING,,70000000.0,
ERGP30239632,"TRAINING AND EMPOWERMENT ON SKILL ACQUISTION IN OTUKPO LGA OTUKPO/OHIMINI FEDERAL CONSTITUENCY, BENUE STATE",,ONGOING,Benue,140000000.0,
ERGP22242562,CONSTRUCTION AND EQUIPPING OF ICT CENTRES IN THE 12 LGAS IN KATSINA NORTH KATSINA STATE.,,ONGOING,Katsina,490000000.0,
ERGP22242790,"SUPPLY AND INSTALLATION OF EMPOWERMENT MATERIALS IN NASSARAWA FEDERAL CONSTITUENCY, KANO STATE",,NEW,Nassarawa,14000000.0,
ERGP22243093,"TRAINING AND START UP EQUIPMENT ON INTERGRATED FARMING FOR UNEMPLOYED WOMEN AND YOUTHS IN AKPABUYO LGA, CROSS RIVER STATE",,ONGOING,Cross River,35000000.0,
ERGP22243394,"PURCHASE OF COOKING GAS FOR RURAL WOMEN IN NIGER EAST SENATORIAL DISTRICT AND GIRL- CHILD SCHOLARSHIP FOR INDIGENT STUDENTS FROM P/KORO, CHANCHAGA, AND OTHERS",,ONGOING,Niger,350000000.0,
ERGP29151168,ICT AND MORDERN AGRICULTURAL PRACTICE FOR FEMALE FARMERS Budget Office of the Federation             Page 1590 / 2790                                          2026 FGN BUDGET,,ONGOING,,35000000.0,
ERGP30242621,"ENTERPRENEURSHIP DEVELOPMENT EMPOWERMENT INITIATIVES FOR WOMENT IN BAKURA LGA, ZAMFARA WEST SENATORIAL DISTRICT",,ONGOING,Zamfara,350000000.0,
ERGP30242941,"SUPPLY & INSTALLATION OF SOLAR STREET LIGHTS IN NASSARAWA FEDERAL CONSTITUENCY, KANO STATE",,ONGOING,Nassarawa,140000000.0,
ERGP30243348,SUPPLY OF UNIFORMS AND BOOKS TO TSANGARWA COMMUNITY IN JIGAWA STATE,,ONGOING,Jigawa,70000000.0,
ERGP23225903,ONLINE CLASSROOM PLATFORM FOR SECONDARY SCHOOL FOR JSS AND SSS,,ONGOING,,7000000000.0,
ERGP23228655,RETREAT FOR FEDERAL MINISTRY OF EDUCATION REPRESENTATIVES IN THE GOVERNING COUNCIL OF FEDERAL UNIVERSITIES AND INTER-UNIVERSITY CENTRES FOR QUALITY REPRESENTATION AND EFFECTIVE SERVICE DELIVERY AND FA,,ONGOING,,70700000.0,
ERGP23230022,"QUARTERLY MONITORING OF PLANS, PROGRAMMES, PROJECTS, ACTIVITIES AND FEDERAL EXECUTIVE COUNCIL DECISIONS IN FME PARASTATALS, TERTIARY INSTITUTIONS AND FEDERAL GOVERNMENT COLLEGES IN THE 6 GEO-POLITICAL",,ONGOING,,108600848.0,
ERGP23230346,"UPDATE AND MAINTENANCE OF WEBSITES, PROCUREMENT OF COMPUTERS, PRINTERS PROVISION OF ANTIVIRUS SOFTWARE & LICENCED OPERATING SYSTEM AND PURCHASE OF ICT SPARE PARTS.",,,,,
ERGP23233775,REHABILITATION OF FME HEADQUARTERS' OFFICES AND ANNEX BUILDING,,ONGOING,,70000000.0,
ERGP24233777,"INDUCTION OF 3,500NOS NEWLY RECRUITED TEACHERS ON ACCULTURATION INTO SCHOOL SYSTEM AND PRACTICE",,ONGOING,,294000000.0,
ERGP30229884,"""MONITORING OF FEDERAL COLLEGES OF EDUCATION, NTI AND NTI TRAINING CENTRES TO ENSURE COMPLIANCE WITH EXTANT RULES AND REGULATIONS OF THEIR ESTABLISHMENTS. """,,ONGOING,,84000000.0,
ERGP30230532,PRODUCTION AND DEVELOPMENT OF TITLE DEEDS OF UNITY COLLEGES AND PERFECTION OF DEEDS FOE FEQAS STATE OFFICES,,ONGOING,,28000000.0,
ERGP30235454,PROVISION AND INSTALLATION OF 300/33KVA AND 300/11KVA TRANSFORMERS IN SOME SELECTED COMMUNITIES IN FCT SENATORIAL DISTRICT,,ONGOING,Fct,70000000.0,
ERGP23235370,"CONSTRUCTION AND FURNISHING OF ONE BLOCK OF TWO CLASSROOMS WITH STOREONGOING                28,000,000 AT CENTRAL PRIMARY SCHOOL WUSHISHI LGA, NIGER STATE",,,Niger,28000000.0,
ERGP23235425,"CONSTRUCTION OF BLOCK OF CLASSROOMS IN BORNO SOUTH SENATORIAL DISTRICTONGOING              455,000,000",,,Borno,455000000.0,
ERGP30235316,CONSTRUCTION OF SOLAR POWERED BOREHOLES IN SELECT SCHOOLS ACROSS SENATORIAL DISTRICTS IN NIGERIA,,ONGOING,,153300000.0,
ERGP30235397,"SUPPLY OF INSTRUCTIONAL MATERIALS, SCHOOL CHAIRS AND BOARDS TO JIDDARI PRIMARY SCHOOL JERE LGA, BORNO STATE",,ONGOING,Borno,14000000.0,
ERGP30235416,REHABILITATION/RENOVATION OF SELECTED PRIMARY SCHOOL IN ZAMFARA NORTH SENATORIAL DISTRICT,,ONGOING,Zamfara,70000000.0,
ERGP30237389,"PROVISION OF SOLAR STREETLIGHTS ACROSS SELECTED RURAL AND URBAN COMMUNITIES WITHIN ONDO, ONDO STATE",,ONGOING,Ondo,350000000.0,
ERGP30230029,"REVISION, STRENGTHENING AND PRODUCTION OF THE CURRICULA FOR THE 34 TRADES SUBJECTS AT THE SENIOR SECONDARY LEVEL",,ONGOING,,22883000.0,
ERGP23174533,ACCREDITATION OF 90 NCE AWARDING INSTITUTIONS INCLUDING NTI (NATIONAL TEACHERS INSTITUTE) IN COEs IN ALL THE GEO-POLITICAL ZONES,,ONGOING,,70000000.0,
ERGP30237564,TEACHER EMPOWERMENT DEVELOPMENT IN DAMATURU / TARMUWA/GUJBA /GULANI FEDERAL CONSTITUENCY YOBE STATE.,,ONGOING,Yobe,35000000.0,
ERGP30237897,CAPACITY BUILDING TO TEACHERS OF TAKAI/ SUMAILA FEDERAL CONSTITUENCY ON MODERN TEACHING PROFESSIONALISM.,,ONGOING,,17500000.0,
ERGP28167072,CONSTRUCTION/PROVISION OF WATER FACILITIES,,ONGOING,,35000000.0,
ERGP23228629,COMPLETION OF MEDICAL HEALTH CENTRE,,ONGOING,,14000000.0,
ERGP30239589,CAPACITY BUILDING AND SKILL ACQUISITION FOR WOMEN AND YOUTH Budget Office of the Federation           Page 1671 / 2790                                         2026 FGN BUDGET,,ONGOING,,67200000.0,
ERGP23225442,PURCHASE OF FANS,,ONGOING,,840000.0,
ERGP12240068,"ASPHATING, CULVETING AND REHABILIATION OF AFASHIO/IYORA ROAD",,ONGOING,,35000000.0,
ERGP23201204,PROCUREMENT OF UTILILTY VEHICLE,,ONGOING,,140000000.0,
ERGP23226507,SUPPLY OF LABORATORY EQUIPMENT FOR AGRICULTURAL TECHNOLOGY,,ONGOING,,35000000.0,
ERGP30240292,"CONSTRUCTION OF ENTREPRENEURSHIP SKILLS COMPLEX HOUSING NATIONAL QUALIFICATION FRAMEWORK (NSQF) SKILLS DEVELOPMENT CENTRE AND ENTREPRENEURSHIP DEVELOPMENT CENTRE WITH EQUIPMENT, TOOLS AND CONSUMABLES ",,ONGOING,,350000000.0,
ERGP23207387,CONSTRUCTION OF ENGINEERING DESIGN STUDIO,,ONGOING,,35420000.0,
ERGP30240825,"UPGRADING OF COLLEGE FARM (HATCHERY, POULTRY AND FISH POND)",,ONGOING,,70000000.0,
ERGP30241088,TRAINING /WORKSHOP ON CAREER DEVELOPMENT FOR STUDENTS WITH SPECIAL NEEDS Budget Office of the Federation           Page 1774 / 2790                                          2026 FGN BUDGET,,ONGOING,,12222000.0,
ERGP23174407,PURCHASE OF TEACHING AND LEARNING EQUIPMENTS,,ONGOING,,59500000.0,
ERGP23207705,DEVELOPMENT OF COLLEGE MASTER PLAN,,ONGOING,,28000000.0,
ERGP23207848,DEVELOPMENT OF COLLEGE MASTER PLAN,,ONGOING,,21000000.0,
ERGP30242244,SUPPLY OF LEARNING MATERIALS FOR FACULTY OF EDUCATION,,ONGOING,,70000000.0,
ERGP12242643,REHABILITATION OF GIRI STAFF QUARTERS ROADS,,ONGOING,,350000000.0,
ERGP23176785,CONSTRUCTION OF OBSERVATORY FOR UNIVERSITY DEMONSTRATION FARM,,ONGOING,,10997000.0,
ERGP27223805,COMPLETION OF FURNISHING OF LABORATORY BLOCK AT THE FACULTY OF ALLIED HEALTH SCIENCES Budget Office of the Federation           Page 1866 / 2790                                          2026 FGN BUDGE,,ONGOING,,77000000.0,
ERGP23164340,PROCUREMENT OF OFFICE EQUIPMENT,,ONGOING,,7000000.0,
